Position X [µm],Position Y [µm],Time [h],Lineage ID
113.505,158.263,1,1
143.129,198.835,1,2
114.793,153.433,2,1
142.807,198.513,2,2
115.115,154.399,3,1
143.451,199.157,3,2
110.929,159.551,4,1
143.773,199.801,4,2
109.641,157.619,5,1
143.451,200.445,5,2
110.929,158.263,6,1
141.841,199.157,6,2
108.997,158.907,7,1
141.841,197.225,7,2
110.285,158.907,8,1
146.993,200.767,8,2
109.641,157.619,9,1
144.095,200.767,9,2
109.641,157.619,10,1
145.705,199.801,10,2
108.031,156.975,11,1
141.841,196.903,11,21
152.145,198.513,11,22
110.607,151.823,12,1
142.485,198.191,12,21
153.111,197.869,12,22
111.573,145.705,13,1
137.011,198.191,13,21
147.959,198.835,13,22
112.539,142.163,14,1
140.875,204.631,14,21
142.807,199.479,14,22
114.471,138.299,15,1
128.961,207.207,15,21
142.163,200.445,15,22
115.759,136.689,16,1
128.961,208.817,16,21
140.231,201.733,16,22
114.793,135.079,17,1
126.707,207.529,17,21
138.943,201.089,17,22
114.149,136.689,18,1
123.809,206.885,18,21
137.977,201.733,18,22
113.827,137.011,19,1
129.283,204.309,19,21
139.265,199.157,19,22
112.861,140.231,20,1
131.859,207.529,20,21
140.875,200.767,20,22
111.251,137.655,21,1
131.215,203.987,21,21
138.621,202.699,21,22
113.183,135.079,22,1
133.791,208.173,22,21
139.909,203.987,22,22
113.827,146.027,23,1
134.435,217.511,23,21
140.231,204.309,23,22
113.183,151.501,24,1
134.113,221.375,24,21
142.485,202.699,24,22
114.149,149.247,25,1
133.147,222.019,25,21
141.519,200.445,25,22
114.793,156.009,26,1
133.147,220.731,26,21
139.265,201.089,26,22
115.115,155.687,27,1
134.757,223.629,27,21
137.011,203.343,27,22
115.437,155.687,28,1
133.469,222.985,28,21
137.655,203.665,28,22
114.149,152.789,29,1
133.791,216.867,29,21
136.689,201.733,29,22
110.607,155.687,30,11
114.471,139.265,30,12
130.893,213.969,30,21
139.587,203.021,30,22
111.895,159.873,31,11
115.759,137.655,31,12
130.571,213.969,31,21
139.909,202.377,31,22
110.929,162.127,32,11
115.437,137.011,32,12
128.961,212.681,32,21
141.519,201.411,32,22
110.929,161.805,33,11
115.437,137.655,33,12
130.571,213.003,33,21
141.197,198.835,33,22
111.573,160.195,34,11
114.471,136.689,34,12
128.961,211.715,34,21
140.231,198.835,34,22
115.115,153.433,35,11
116.081,134.757,35,12
131.859,211.071,35,21
143.451,200.445,35,22
117.691,152.467,36,11
115.759,135.079,36,12
126.707,207.851,36,211
137.011,214.935,36,212
138.943,199.479,36,221
147.637,203.021,36,222
120.267,154.399,37,11
114.149,137.655,37,12
132.825,200.445,37,211
142.807,214.935,37,212
139.265,200.123,37,221
151.501,204.309,37,222
119.623,153.755,38,11
111.895,138.299,38,12
132.181,198.835,38,211
145.061,216.545,38,212
137.655,200.123,38,221
150.857,204.953,38,222
117.047,154.721,39,11
111.895,137.977,39,12
128.639,198.191,39,211
142.807,202.377,39,212
136.689,199.479,39,221
151.179,206.885,39,222
118.335,153.755,40,11
112.539,137.333,40,12
130.571,198.513,40,211
147.315,195.937,40,212
139.587,200.767,40,221
148.603,207.529,40,222
119.945,154.721,41,11
112.861,133.147,41,12
129.283,209.461,41,211
151.823,194.649,41,212
137.977,201.411,41,221
148.603,206.885,41,222
117.369,155.687,42,11
109.641,137.977,42,12
131.537,213.325,42,211
150.213,194.649,42,212
138.299,201.411,42,221
151.501,208.495,42,222
113.505,152.467,43,11
114.793,133.469,43,12
127.995,211.071,43,211
149.891,194.971,43,212
137.655,202.055,43,221
152.145,209.461,43,222
114.793,155.687,44,11
105.455,141.841,44,12
129.605,213.003,44,211
151.179,195.293,44,212
138.621,201.733,44,221
149.569,211.393,44,222
118.013,158.263,45,11
106.421,143.129,45,12
130.893,213.325,45,211
151.501,195.293,45,212
138.943,199.801,45,221
148.281,211.393,45,222
119.623,150.857,46,11
102.879,147.637,46,12
130.571,213.647,46,211
151.179,194.327,46,212
139.587,201.411,46,221
148.603,210.427,46,222
116.081,158.263,47,11
106.421,144.095,47,12
129.605,213.003,47,211
