Position X [µm],Position Y [µm],Time [h],Lineage ID
910.5,530.5,1,2
551.5,405.5,1,1
949.5,416.5,1,3
918.5,537.5,2,2
555.5,405.5,2,1
948.5,412.5,2,3
916.5,537.5,3,2
557.5,403.5,3,1
948.5,414.5,3,3
906.5,545.5,4,2
558.5,405.5,4,1
952.5,412.5,4,3
901.5,546.5,5,2
563.5,406.5,5,1
947.5,411.5,5,3
903.5,559.5,6,2
564.5,412.5,6,1
948.5,408.5,6,3
909.5,576.5,7,2
564.5,411.5,7,1
944.5,411.5,7,3
940.5,579.5,8,2
568.5,404.5,8,1
918.5,402.5,8,31
955.5,418.5,8,32
955.5,582.5,9,2
565.5,397.5,9,1
915.499,408.5,9,31
957.501,411.5,9,32
938.5,579.5,10,2
568.5,397.5,10,1
948.311,411.469,10,31
964.178,414.034,10,32
921.5,555.5,11,21
955.5,579.5,11,22
561.5,402.5,11,1
937.427,411.52,11,31
960.065,407.984,11,32
909.5,548.5,12,21
949.5,585.5,12,22
554.5,404.5,12,1
947.333,412.504,12,31
962.165,411.993,12,32
901.5,553.5,13,21
955.5,587.5,13,22
566.5,405.5,13,1
948.294,409.577,13,31
962.194,403.925,13,32
914.5,546.5,14,21
1013.5,595.5,14,22
567.5,416.5,14,1
933.492,414.506,14,31
959.508,400.494,14,32
935.5,531.5,15,21
1018.5,585.5,15,22
568.5,421.5,15,1
944.382,410.577,15,31
962.102,401.935,15,32
954.5,536.5,16,21
1020.5,582.5,16,22
572.5,424.5,16,1
936.48,426.513,16,31
961.52,416.487,16,32
955.5,536.5,17,21
1021.5,582.5,17,22
567.5,420.5,17,1
930.481,417.491,17,31
957.519,424.509,17,32
940.5,552.5,18,21
1021.5,585.5,18,22
562.5,420.5,18,1
925.822,391.966,18,31
941.689,394.531,18,32
930.5,546.5,19,21
1021.5,586.5,19,22
557.5,449.5,19,1
922.132,401.963,19,31
933.342,400.548,19,32
921.5,543.5,20,21
1022.5,586.5,20,22
523.5,474.5,20,1
917.823,398.022,20,31
933.686,396.482,20,32
933.5,530.5,21,21
1021.5,588.5,21,22
535.5,478.5,21,1
925.485,404.505,21,31
954.515,399.495,21,32
946.5,535.5,22,21
1016.5,591.5,22,22
535.5,473.5,22,1
921.994,408,22,31
955.506,408.5,22,32
947.5,524.5,23,21
1019.5,586.5,23,22
545.5,472.5,23,1
970.5,530.5,24,21
1019.5,584.5,24,22
527.5,477.5,24,1
961.5,539.5,25,21
1020.5,581.5,25,22
528.5,478.5,25,1
938.5,552.5,26,21
1020.5,583.5,26,22
545.5,476.5,26,1
934.5,548.5,27,21
1020.5,579.5,27,22
535.5,476.5,27,1
938.5,550.5,28,21
1021.5,578.5,28,22
535.5,475.5,28,1
954.5,549.5,29,21
1020.5,581.5,29,22
538.5,469.5,29,1
953.5,556.5,30,21
1022.5,579.5,30,22
542.5,463.5,30,1
939.5,552.5,31,21
1020.5,579.5,31,22
542.5,463.5,31,1
930.5,535.5,32,21
1019.5,579.5,32,22
542.5,459.5,32,1
920.5,563.5,33,21
1017.5,581.5,33,22
551.5,463.5,33,1
936.5,549.5,34,21
1017.5,581.5,34,22
565.504,455.499,34,11
530.496,458.501,34,12
966.5,537.5,35,211
924.5,580.5,35,212
1017.5,582.5,35,22
563.5,461.5,35,11
521.5,467.5,35,12
936.5,539.5,36,211
921.5,590.5,36,212
1007.5,592.5,36,22
574.5,430.5,36,11
521.5,472.5,36,12
916.5,535.5,37,211
921.5,583.5,37,212
1000,620,37,22
582.5,413.5,37,11
527.5,472.5,37,12
905.5,540.5,38,211
928.5,583.5,38,212
1018.5,583.5,38,221
986.5,609.5,38,222
577.5,403.5,38,11
535.5,469.5,38,12
909.5,538.5,39,211
920.5,580.5,39,212
1022.5,573.5,39,221
969.5,590.5,39,222
560.5,397.5,39,11
543.5,472.5,39,12
921.5,532.5,40,211
921.496,582.497,40,212
