Position X [µm],Position Y [µm],Time [h],Lineage ID
910.5,497.5,1,1
716.5,165.5,1,2
897.5,632.5,1,3
905.5,493.5,2,1
720.5,166.5,2,2
899.5,633.5,2,3
905.5,492.5,3,1
721.5,164.5,3,2
894.5,631.5,3,3
908.5,493.5,4,1
724.5,165.5,4,2
900.5,629.5,4,3
904.5,497.5,5,1
725.5,164.5,5,2
901.5,618.5,5,3
906.5,496.5,6,1
726.5,164.5,6,2
902.5,616.5,6,3
907.5,499.5,7,1
724.5,161.5,7,2
902.5,617.5,7,3
911.5,498.5,8,1
727.5,162.5,8,2
903.5,615.5,8,3
905.5,516.5,9,1
730.5,165.5,9,2
906.5,622.5,9,3
905.5,513.5,10,1
727.5,164.5,10,2
907.5,524.5,11,1
728.5,162.5,11,2
909.5,527.5,12,1
721.5,157.5,12,2
912.5,535.5,13,1
715.5,157.5,13,2
910.5,533.5,14,1
717.5,157.5,14,2
912.5,534.5,15,1
718.5,159.5,15,2
908.5,529.5,16,1
717.5,161.5,16,2
912.5,506.5,17,1
720.5,168.5,17,2
918.5,496.5,18,1
722.5,167.5,18,2
917.5,507.5,19,1
733.5,171.5,19,2
909.5,500.5,20,1
756.5,170.5,20,2
918.5,501.5,21,1
776.5,161.5,21,2
918.5,495.5,22,1
770.5,169.5,22,2
923.5,501.5,23,1
757.5,164.5,23,21
713.5,173.5,23,22
935.5,490.5,24,11
899.5,507.5,24,12
782.5,153.5,24,21
730.5,166.5,24,22
928.5,499.5,25,11
883.5,522.5,25,12
784.5,154.5,25,21
727.5,156.5,25,22
928.5,533.5,26,11
878.5,520.5,26,12
783.5,155.5,26,21
731.5,156.5,26,22
932.5,527.5,27,11
878.5,514.5,27,12
780.5,152.5,27,21
728.5,160.5,27,22
940.5,534.5,28,11
883.5,513.5,28,12
780.5,152.5,28,21
728.5,163.5,28,22
940.5,536.5,29,11
882.5,521.5,29,12
781.5,157.5,29,21
725.5,155.5,29,22
938.5,515.5,30,11
883.5,517.5,30,12
773.5,156.5,30,21
711.5,150.5,30,22
947.5,505.5,31,11
885.5,514.5,31,12
789.5,158.5,31,21
711.5,147.5,31,22
934.5,525.5,32,11
880.5,516.5,32,12
796.5,154.5,32,21
708.5,149.5,32,22
943.5,520.5,33,11
883.5,511.5,33,12
806.5,154.5,33,21
713.5,150.5,33,22
939.5,532.5,34,11
895.5,503.5,34,12
808.5,157.5,34,21
702.5,145.5,34,22
950.5,536.5,35,11
887.5,510.5,35,12
811.5,154.5,35,21
678.5,142.5,35,22
950.5,530.5,36,11
895.5,529.5,36,12
809.5,153.5,36,21
663.5,142.5,36,22
946.5,536.5,37,11
887.5,524.5,37,12
809.5,155.5,37,21
641.5,139.5,37,22
954.5,534.5,38,11
886.5,519.5,38,12
810.5,154.5,38,21
636.5,140.5,38,22
952.5,531.5,39,11
890.5,533.5,39,12
809.5,155.5,39,21
640.5,141.5,39,22
936.5,544.5,40,11
884.5,529.5,40,12
809.5,156.5,40,21
644.5,142.5,40,22
943.5,544.5,41,11
884.5,521.5,41,12
814.5,158.5,41,21
651.5,143.5,41,22
930.5,545.5,42,11
884.5,512.5,42,12
806.5,159.5,42,21
647.5,145.5,42,22
942.5,543.5,43,11
891.5,518.5,43,12
802.5,156.5,43,21
648.5,146.5,43,22
940.5,550.5,44,11
913.5,500.5,44,12
820.5,152.5,44,211
777.5,161.5,44,212
636.5,147.5,44,22
935.501,513.499,45,111
927.499,551.501,45,112
888.5,521.5,45,12
812.5,150.5,45,211
771.5,171.5,45,212
621.5,146.5,45,22
937.5,499.5,46,111
938.5,555.5,46,112
888.5,511.5,46,12
815.5,150.5,46,211
772.5,152.5,46,212
633.5,155.5,46,22
932.5,495.5,47,111
943.5,549.5,47,112
901.5,518.5,47,12
817.5,151.5,47,211
773.5,148.5,47,212
607.5,141.5,47,221
644.5,163.5,47,222
918.536,500.497,48,111
935.5,539.5,48,112
892.475,501.49,48,121
875.488,522.513,48,122
821.5,153.5,48,211
778.5,155.5,48,212
608.5,141.5,48,221
