Position X [µm],Position Y [µm],Time [h],Lineage ID
303.807,82.271,1,1
124.131,98.693,1,2
304.773,83.559,2,1
125.741,101.269,2,2
303.807,84.525,3,1
126.385,103.845,3,2
305.739,84.203,4,1
126.707,105.455,4,2
306.061,83.881,5,1
126.385,106.743,5,2
308.315,84.525,6,1
125.741,107.065,6,2
307.027,85.169,7,1
126.707,106.421,7,2
307.027,84.847,8,1
127.351,105.455,8,2
305.739,84.203,9,1
127.673,101.913,9,2
306.705,84.847,10,1
126.063,100.625,10,2
307.349,84.525,11,1
127.351,101.269,11,2
307.993,86.135,12,1
126.063,102.879,12,2
307.671,86.779,13,1
128.961,98.693,13,2
308.315,88.711,14,1
127.351,96.117,14,2
304.129,91.287,15,1
123.487,92.897,15,2
305.095,90.965,16,1
124.775,91.931,16,2
306.383,85.491,17,1
121.877,94.507,17,2
305.739,86.779,18,1
126.385,95.151,18,2
305.417,92.253,19,1
123.487,94.507,19,2
305.417,89.355,20,1
123.487,94.829,20,2
305.739,91.287,21,1
127.673,101.913,21,2
301.553,93.863,22,1
134.113,98.693,22,21
120.911,99.981,22,22
302.197,94.185,23,1
143.773,103.523,23,21
130.893,96.117,23,22
304.129,94.829,24,1
142.485,102.235,24,21
129.927,96.117,24,22
301.231,90.643,25,1
142.485,99.337,25,21
127.673,95.795,25,22
302.519,88.711,26,1
140.875,99.659,26,21
125.097,96.439,26,22
304.451,89.355,27,1
304.773,88.389,28,1
306.705,85.813,29,1
310.891,81.949,30,11
304.129,95.795,30,12
303.807,79.373,31,11
297.689,92.897,31,12
309.603,88.067,32,11
295.435,88.711,32,12
308.637,83.881,33,11
295.113,87.745,33,12
307.027,86.779,34,11
295.113,82.593,34,12
303.807,82.915,35,11
291.249,71.645,35,12
303.807,84.847,36,11
282.555,62.951,36,12
307.993,83.559,37,11
285.775,64.239,37,12
308.637,84.203,38,11
287.707,65.205,38,12
309.925,86.457,39,11
283.843,62.629,39,12
307.993,87.745,40,11
277.725,60.697,40,12
304.451,89.677,41,11
276.437,61.341,41,12
303.163,92.575,42,11
278.691,60.375,42,12
304.773,92.897,43,11
281.589,65.205,43,12
305.417,93.541,44,11
281.267,65.527,44,12
304.129,89.355,45,11
